,lncRNA,disease,pred,label,evidence
39657,KCNQ1OT1,DOID:1793,0.9994699358940125,0,0
9709,BANCR,DOID:1793,0.9904312491416931,0,1
92552,PTCSC3,DOID:1793,0.9835260510444641,0,0
51268,LINC00663,DOID:1793,0.9831418991088867,0,1
4835,PTCSC2,DOID:1793,0.38582390546798706,0,0
73924,NEAT1,DOID:1793,0.328703910112381,0,1
2946,CDKN2B-AS1,DOID:1793,0.12920236587524414,0,1
91335,TUG1,DOID:1793,0.061051223427057266,0,1
23108,MIR155HG,DOID:1793,0.030574828386306763,0,1
3852,UCA1,DOID:1793,0.02875547856092453,0,1
70175,MIR100HG,DOID:1793,0.022098610177636147,0,0
25261,HCP5,DOID:1793,0.02094334177672863,0,0
76296,CCAT1,DOID:1793,0.018801840022206306,0,1
73480,XIST,DOID:1793,0.018647748976945877,0,1
74931,CCDC26,DOID:1793,0.015536637976765633,0,1
88450,DLEU2,DOID:1793,0.014711953699588776,0,1
15829,WT1-AS,DOID:1793,0.014113759621977806,0,1
98054,TP73-AS1,DOID:1793,0.010385666973888874,0,1
77909,HOTAIRM1,DOID:1793,0.00873555988073349,0,0
40907,ERICH1-AS1,DOID:1793,0.007938493974506855,0,0
96004,SNHG4,DOID:1793,0.007200571242719889,0,0
98215,TP53COR1,DOID:1793,0.0069487253203988075,0,0
66881,SPRY4-IT1,DOID:1793,0.006226311903446913,0,1
59974,DANCR,DOID:1793,0.005543420556932688,0,1
5891,PSORS1C3,DOID:1793,0.005491953808814287,0,0
48568,LINC01628,DOID:1793,0.005465533118695021,0,0
10221,PISRT1,DOID:1793,0.004727628547698259,0,0
43210,BCYRN1,DOID:1793,0.004057369660586119,0,0
49281,PCA3,DOID:1793,0.003649504855275154,0,0
32190,SOX2-OT,DOID:1793,0.0035079962108284235,0,0
79966,HNF1A-AS1,DOID:1793,0.0034758762922137976,0,1
18608,MIR99AHG,DOID:1793,0.003239693585783243,0,0
53878,IGF2-AS,DOID:1793,0.003167117014527321,0,0
82880,TUSC7,DOID:1793,0.003020784119144082,0,1
84685,CCAT2,DOID:1793,0.003004178637638688,0,0
8870,GACAT2,DOID:1793,0.0029839465860277414,0,1
6475,PCAT1,DOID:1793,0.002934104995802045,0,1
51336,ESRG,DOID:1793,0.002928698668256402,0,0
64510,DISC2,DOID:1793,0.0027323048561811447,0,0
34701,TINCR,DOID:1793,0.0026881974190473557,0,0
71000,PCGEM1,DOID:1793,0.0024164291098713875,0,0
61329,NPTN-IT1,DOID:1793,0.002387755550444126,0,0
49802,LSINCT5,DOID:1793,0.0021934311371296644,0,0
88120,SCHLAP1,DOID:1793,0.0019008847884833813,0,0
8038,GHET1,DOID:1793,0.001839487231336534,0,1
9535,HLA-F-AS1,DOID:1793,0.0017883996479213238,0,0
49715,SNHG1,DOID:1793,0.0017733712447807193,0,1
57540,PRNCR1,DOID:1793,0.0017417080234736204,0,0
41009,CASC2,DOID:1793,0.001723201130516827,0,1
47027,MIR124-2HG,DOID:1793,0.0016125015681609511,0,0
6056,ZFAS1,DOID:1793,0.0015926583437249064,0,0
36963,NALT1,DOID:1793,0.0015743528492748737,0,0
17886,C1QTNF9B-AS1,DOID:1793,0.0014624574687331915,0,0
14917,LINC00583,DOID:1793,0.0013535486068576574,0,0
15170,C5orf66-AS2,DOID:1793,0.0013477928005158901,0,0
6391,ATXN8OS,DOID:1793,0.001296133385039866,0,0
12512,CTBP1-AS,DOID:1793,0.0012565162032842636,0,0
12823,LINC00961,DOID:1793,0.0011993894586339593,0,0
97727,PRINS,DOID:1793,0.0011786315590143204,0,0
34489,LINC01133,DOID:1793,0.001156854210421443,0,1
31191,LINC00473,DOID:1793,0.001112534198909998,0,1
51307,DBH-AS1,DOID:1793,0.001111978548578918,0,0
89053,MESTIT1,DOID:1793,0.0010910741984844208,0,0
50774,LINC00974,DOID:1793,0.0010661701671779156,0,0
71486,LINC-PINT,DOID:1793,0.001042104559019208,0,1
85545,RMST,DOID:1793,0.0010140080703422427,0,0
