,lncRNA,disease,pred,label,evidence
9487,H19,DOID:0050866,0.9982144832611084,0,1
89311,BCYRN1,DOID:0050866,0.9966044425964355,0,0
12595,CDKN2B-AS1,DOID:0050866,0.9863107204437256,0,0
27187,HOTTIP,DOID:0050866,0.9412131309509277,0,0
87527,TINCR,DOID:0050866,0.9302849173545837,0,0
41372,SPRY4-IT1,DOID:0050866,0.7927731871604919,0,0
59907,ZEB1-AS1,DOID:0050866,0.7833472490310669,0,0
27374,CBR3-AS1,DOID:0050866,0.782091498374939,0,0
89198,C5orf66-AS1,DOID:0050866,0.7732910513877869,0,1
19472,DISC2,DOID:0050866,0.6791922450065613,0,0
84717,SOX2-OT,DOID:0050866,0.6094360947608948,0,0
75208,BANCR,DOID:0050866,0.5197694897651672,0,1
46852,GAS5,DOID:0050866,0.5073973536491394,0,1
67615,PVT1,DOID:0050866,0.5024771690368652,0,1
44277,GHET1,DOID:0050866,0.39242851734161377,0,0
32602,HNF1A-AS1,DOID:0050866,0.372055321931839,0,1
59912,XIST,DOID:0050866,0.3650214374065399,0,0
41947,TUSC7,DOID:0050866,0.28668612241744995,0,0
43691,MINCR,DOID:0050866,0.28035789728164673,0,1
15098,MIR17HG,DOID:0050866,0.23548710346221924,0,0
34571,LINC00312,DOID:0050866,0.23097634315490723,0,0
27541,TP53COR1,DOID:0050866,0.22181324660778046,0,0
83999,CYTOR,DOID:0050866,0.21691779792308807,0,0
71478,IGF2-AS,DOID:0050866,0.21605882048606873,0,0
56518,LINC01426,DOID:0050866,0.21513931453227997,0,0
53869,HCP5,DOID:0050866,0.21302229166030884,0,1
6066,GACAT2,DOID:0050866,0.2015766054391861,0,0
3090,PCAT1,DOID:0050866,0.19771264493465424,0,0
90042,LINC00974,DOID:0050866,0.19130408763885498,0,1
6094,PANDAR,DOID:0050866,0.18510101735591888,0,1
30629,DBH-AS1,DOID:0050866,0.18026849627494812,0,0
65573,CRNDE,DOID:0050866,0.1769043654203415,0,0
61634,HCCAT5,DOID:0050866,0.17369405925273895,0,0
77714,MIR7-3HG,DOID:0050866,0.17093917727470398,0,0
79445,NPTN-IT1,DOID:0050866,0.16818338632583618,0,0
83909,KCNQ1OT1,DOID:0050866,0.1652020961046219,0,1
56153,MIR194-2HG,DOID:0050866,0.16510246694087982,0,0
13342,TRERNA1,DOID:0050866,0.15034553408622742,0,0
31810,PRNCR1,DOID:0050866,0.1314651221036911,0,0
96179,LINC00583,DOID:0050866,0.12841252982616425,0,0
59570,LSINCT5,DOID:0050866,0.12701964378356934,0,0
43042,CAHM,DOID:0050866,0.11697525531053543,0,0
27129,CCAT1,DOID:0050866,0.11696860939264297,0,1
20517,NCRUPAR,DOID:0050866,0.10656584054231644,0,0
31668,NPSR1-AS1,DOID:0050866,0.10490354895591736,0,0
49710,AFAP1-AS1,DOID:0050866,0.10157804936170578,0,1
30709,DANCR,DOID:0050866,0.09901441633701324,0,0
