,lncRNA,disease,pred,label,evidence
29498,BANCR,DOID:3571,0.9947965741157532,0,0
41851,LINC00663,DOID:3571,0.980836808681488,0,0
70717,PTCSC3,DOID:3571,0.9727223515510559,0,0
57953,DISC2,DOID:3571,0.9719024896621704,0,0
60713,TINCR,DOID:3571,0.9692543148994446,0,0
58081,LINC00261,DOID:3571,0.9662910103797913,0,0
80018,LINC00675,DOID:3571,0.9642582535743713,0,0
15309,LINC-ROR,DOID:3571,0.9588812589645386,0,1
95350,LINC00312,DOID:3571,0.9524162411689758,0,0
69753,MINCR,DOID:3571,0.9495372176170349,0,0
51737,TUSC7,DOID:3571,0.9485552310943604,0,0
14601,GHET1,DOID:3571,0.9412911534309387,0,0
73890,LINC01426,DOID:3571,0.932517945766449,0,0
77727,HOTAIRM1,DOID:3571,0.9312862157821655,0,0
87712,TP53COR1,DOID:3571,0.9236609935760498,0,0
26137,LINC00583,DOID:3571,0.9137529134750366,0,0
22527,LSINCT5,DOID:3571,0.9122673273086548,0,0
85539,CRNDE,DOID:3571,0.9058029055595398,0,1
80596,PRNCR1,DOID:3571,0.9047355055809021,0,0
87721,BCYRN1,DOID:3571,0.9014060497283936,0,0
43048,CAHM,DOID:3571,0.893949568271637,0,0
84875,NPSR1-AS1,DOID:3571,0.8891103863716125,0,0
29504,CASC2,DOID:3571,0.8883596658706665,0,0
82907,NCRUPAR,DOID:3571,0.8715883493423462,0,0
93483,CASC16,DOID:3571,0.8203150629997253,0,0
22443,TP73-AS1,DOID:3571,0.75667405128479,0,0
73670,MIR155HG,DOID:3571,0.6714927554130554,0,0
94979,DLEU2,DOID:3571,0.6045394539833069,0,0
73900,MIR100HG,DOID:3571,0.5254459381103516,0,0
33127,CCDC26,DOID:3571,0.5250335931777954,0,0
25295,SNHG4,DOID:3571,0.47363054752349854,0,1
96546,GACAT2,DOID:3571,0.4125494956970215,0,0
6853,ERICH1-AS1,DOID:3571,0.3263794779777527,0,0
81368,PSORS1C3,DOID:3571,0.3193865418434143,0,0
16970,LINC01628,DOID:3571,0.27446404099464417,0,0
23792,PCA3,DOID:3571,0.2558014690876007,0,0
78484,PCGEM1,DOID:3571,0.22096140682697296,0,0
57533,ESRG,DOID:3571,0.21687838435173035,0,0
16620,MIR99AHG,DOID:3571,0.2025560736656189,0,0
41090,SCHLAP1,DOID:3571,0.17523251473903656,0,0
40152,PISRT1,DOID:3571,0.1577516496181488,0,0
48693,SNHG12,DOID:3571,0.15550895035266876,0,0
89111,PTCSC2,DOID:3571,0.14960482716560364,0,0
11279,CBR3-AS1,DOID:3571,0.14778751134872437,0,0
28188,LINC01133,DOID:3571,0.14202092587947845,0,0
74226,C1QTNF9B-AS1,DOID:3571,0.13694509863853455,0,0
18504,LINC00473,DOID:3571,0.13128945231437683,0,0
28486,LINC-PINT,DOID:3571,0.1296849250793457,0,0
15329,TTTY15,DOID:3571,0.1212192103266716,0,0
10022,C5orf66-AS2,DOID:3571,0.11790578812360764,0,0
96473,KIRREL3-AS3,DOID:3571,0.11053242534399033,0,0
49230,LINC00961,DOID:3571,0.10977838188409805,0,0
68978,LINC00467,DOID:3571,0.10737171769142151,0,0
85686,PRINS,DOID:3571,0.10687016695737839,0,0
19452,MIR124-2HG,DOID:3571,0.10313620418310165,0,0
46892,CTBP1-AS,DOID:3571,0.10127619653940201,0,0
88047,LINC00963,DOID:3571,0.09863198548555374,0,0
95252,MIAT,DOID:3571,0.09502173215150833,0,0
87846,LINC00472,DOID:3571,0.09299558401107788,0,0
9480,HYMAI,DOID:3571,0.08618992567062378,0,0
48936,RMST,DOID:3571,0.08578278869390488,0,0
