,lncRNA,disease,pred,label,evidence
68627,DISC2,DOID:1749,0.9983654618263245,0,0
32201,GAS5,DOID:1749,0.9980619549751282,0,1
92214,PCA3,DOID:1749,0.9978025555610657,0,0
79612,KIRREL3-AS3,DOID:1749,0.9966570138931274,0,0
59686,GACAT2,DOID:1749,0.9964732527732849,0,0
95575,HNF1A-AS1,DOID:1749,0.9960880279541016,0,1
43198,NPTN-IT1,DOID:1749,0.9953204989433289,0,0
78985,ESRG,DOID:1749,0.9948853850364685,0,0
86918,PICSAR,DOID:1749,0.994817316532135,0,1
87607,BANCR,DOID:1749,0.993748664855957,0,0
19011,LINC00312,DOID:1749,0.9921616911888123,0,0
10327,CYTOR,DOID:1749,0.9917234778404236,0,0
97461,HCP5,DOID:1749,0.9914441704750061,0,0
44562,WT1-AS,DOID:1749,0.9899139404296875,0,0
57061,IGF2-AS,DOID:1749,0.989680826663971,0,0
44655,LINC00974,DOID:1749,0.9894191026687622,0,0
48355,LINC00687,DOID:1749,0.9894101619720459,0,0
11503,GHET1,DOID:1749,0.9889122247695923,0,0
61431,DBH-AS1,DOID:1749,0.9887359738349915,0,0
57016,PANDAR,DOID:1749,0.9886658191680908,0,0
98063,PTCSC2,DOID:1749,0.988222062587738,0,0
87690,SPRY4-IT1,DOID:1749,0.988192617893219,0,1
57971,PVT1,DOID:1749,0.9855347871780396,0,0
78187,LINC00675,DOID:1749,0.985309898853302,0,0
45762,HCCAT5,DOID:1749,0.9850521087646484,0,0
51651,LINC00602,DOID:1749,0.9841428399085999,0,0
62232,PTCSC3,DOID:1749,0.9840217232704163,0,0
19875,LINC00663,DOID:1749,0.9838650822639465,0,0
68974,SOX2-OT,DOID:1749,0.9790654182434082,0,1
75405,AFAP1-AS1,DOID:1749,0.9695939421653748,0,0
35065,SNHG12,DOID:1749,0.9612469673156738,0,0
34057,MIR17HG,DOID:1749,0.947317361831665,0,0
42079,HULC,DOID:1749,0.9299806952476501,0,0
28154,HYMAI,DOID:1749,0.6446114182472229,0,0
54589,CCDC26,DOID:1749,0.6206498146057129,0,0
40348,LINC-PINT,DOID:1749,0.5979931354522705,0,0
58427,LINC00654,DOID:1749,0.5414695739746094,0,0
20895,LINC00032,DOID:1749,0.5333510637283325,0,0
25787,CRNDE,DOID:1749,0.44671523571014404,0,0
5064,LINC01556,DOID:1749,0.4326397478580475,0,0
87879,MIR194-2HG,DOID:1749,0.41717639565467834,0,0
33411,CASC2,DOID:1749,0.30809852480888367,0,0
80038,XIST,DOID:1749,0.30222490429878235,0,0
66426,CCAT1,DOID:1749,0.23554237186908722,0,0
23719,KCNQ1OT1,DOID:1749,0.10607624799013138,0,0
39450,TUG1,DOID:1749,0.06283330172300339,0,1
3205,LINC01628,DOID:1749,0.03279513493180275,0,0
18261,ERICH1-AS1,DOID:1749,0.03199802339076996,0,0
28959,MIR100HG,DOID:1749,0.016874751076102257,0,0
57286,PISRT1,DOID:1749,0.016818037256598473,0,0
44331,TP73-AS1,DOID:1749,0.014023162424564362,0,0
85256,MIR155HG,DOID:1749,0.012871161103248596,0,0
98189,DLEU2,DOID:1749,0.009453514590859413,0,0
39683,MIR124-2HG,DOID:1749,0.00913808960467577,0,0
71571,TP53COR1,DOID:1749,0.008972653187811375,0,0
91657,HLA-F-AS1,DOID:1749,0.0076243882067501545,0,0
20197,DANCR,DOID:1749,0.007377713453024626,0,0
78751,SNHG4,DOID:1749,0.007281352300196886,0,0
49809,PCGEM1,DOID:1749,0.0071862381882965565,0,0
74008,PSORS1C3,DOID:1749,0.007127054966986179,0,0
74532,SAMMSON,DOID:1749,0.006826004013419151,0,0
80964,HOTAIRM1,DOID:1749,0.006478066556155682,0,0
80268,EWSAT1,DOID:1749,0.0051444233395159245,0,0
78308,MIR99AHG,DOID:1749,0.004727498162537813,0,0
64248,CTBP1-AS,DOID:1749,0.004594940692186356,0,0
37795,MESTIT1,DOID:1749,0.004479608498513699,0,0
73734,SCHLAP1,DOID:1749,0.004358223173767328,0,0
81389,NALT1,DOID:1749,0.004177520051598549,0,0
98428,BCYRN1,DOID:1749,0.003856726223602891,0,1
23152,ATXN8OS,DOID:1749,0.003684172173961997,0,0
68690,PRNCR1,DOID:1749,0.0036149360239505768,0,0
62074,LINC00961,DOID:1749,0.003364680102095008,0,0
73751,PCAT1,DOID:1749,0.0033240895718336105,0,1
6224,LSINCT5,DOID:1749,0.0033082030713558197,0,0
38477,C1QTNF9B-AS1,DOID:1749,0.0030006433371454477,0,0
25708,SNHG1,DOID:1749,0.002925054170191288,0,0
7179,C5orf66-AS2,DOID:1749,0.002693542744964361,0,0
24859,LINC00583,DOID:1749,0.0026885364204645157,0,0
98662,LINC01426,DOID:1749,0.0026045043487101793,0,1
11729,NPSR1-AS1,DOID:1749,0.002481407718732953,0,0
69670,TRERNA1,DOID:1749,0.0024022473953664303,0,0
70143,PRINS,DOID:1749,0.002389129251241684,0,0
13377,NRON,DOID:1749,0.0023650324437767267,0,0
33401,LINC00963,DOID:1749,0.002360028913244605,0,0
66827,LUCAT1,DOID:1749,0.002273914869874716,0,0
37516,CAHM,DOID:1749,0.002250571735203266,0,0
75263,MIR503HG,DOID:1749,0.0021991354878991842,0,0
69534,MINCR,DOID:1749,0.002116094110533595,0,0
23462,CDKN2A-AS1,DOID:1749,0.002013715449720621,0,0
71652,NCRUPAR,DOID:1749,0.002003761474043131,0,0
6507,FAM83H-AS1,DOID:1749,0.0019843745976686478,0,0
41394,RMST,DOID:1749,0.001982969930395484,0,0
44114,TARID,DOID:1749,0.001946279895491898,0,0
6454,LINC00474,DOID:1749,0.0019407498184591532,0,0
60989,LINC00629,DOID:1749,0.001901863026432693,0,0
