,lncRNA,disease,pred,label,evidence
14029,WT1-AS,DOID:11054,0.9998093247413635,0,0
72519,IGF2-AS,DOID:11054,0.999739944934845,0,0
15166,KCNQ1OT1,DOID:11054,0.9920485615730286,0,1
84333,MIR17HG,DOID:11054,0.874000608921051,0,0
75751,SPRY4-IT1,DOID:11054,0.8025853037834167,0,1
28027,LINCMD1,DOID:11054,0.6761904358863831,0,0
35162,NEAT1,DOID:11054,0.5408786535263062,0,1
84973,HCP5,DOID:11054,0.33362632989883423,0,0
34145,MIR100HG,DOID:11054,0.19180212914943695,0,0
62632,CCAT1,DOID:11054,0.14417611062526703,0,1
28145,CCDC26,DOID:11054,0.14028465747833252,0,0
24003,MIR155HG,DOID:11054,0.13517706096172333,0,0
45290,BANCR,DOID:11054,0.13267643749713898,0,1
65639,DLEU2,DOID:11054,0.10774166136980057,0,0
45734,TP73-AS1,DOID:11054,0.08605106920003891,0,1
74122,TP53COR1,DOID:11054,0.08426333963871002,0,0
45412,ERICH1-AS1,DOID:11054,0.08352312445640564,0,0
17879,SNHG4,DOID:11054,0.06995758414268494,0,0
48231,HOTTIP,DOID:11054,0.06269510090351105,0,0
19266,LINC01628,DOID:11054,0.06170085817575455,0,0
4776,PSORS1C3,DOID:11054,0.06113230437040329,0,0
82187,HOTAIRM1,DOID:11054,0.05612872168421745,0,0
75698,DANCR,DOID:11054,0.05240167677402496,0,1
38668,BCYRN1,DOID:11054,0.045330535620450974,0,0
65270,TINCR,DOID:11054,0.04430709779262543,0,1
95818,PCA3,DOID:11054,0.043862972408533096,0,0
82443,HNF1A-AS1,DOID:11054,0.03955741599202156,0,1
33679,PISRT1,DOID:11054,0.03795497119426727,0,0
93777,SOX2-OT,DOID:11054,0.03653348982334137,0,0
42037,TUSC7,DOID:11054,0.035619061440229416,0,0
85879,PCGEM1,DOID:11054,0.03460754081606865,0,0
15164,ESRG,DOID:11054,0.0343608632683754,0,0
49589,MIR99AHG,DOID:11054,0.034133315086364746,0,0
69303,GACAT2,DOID:11054,0.033032774925231934,0,0
7610,DISC2,DOID:11054,0.032746825367212296,0,0
76341,CCAT2,DOID:11054,0.03163967281579971,0,1
14242,LSINCT5,DOID:11054,0.026787225157022476,0,1
