,lncRNA,disease,pred,label,evidence
91785,EWSAT1,DOID:3347,0.999908447265625,0,1
22254,PVT1,DOID:3347,0.9995829463005066,0,1
35332,GAS5,DOID:3347,0.9993478655815125,0,1
38614,H19,DOID:3347,0.9982593655586243,0,1
59684,PCA3,DOID:3347,0.9978031516075134,0,0
48199,RMST,DOID:3347,0.9946300983428955,0,0
88784,DANCR,DOID:3347,0.9796410799026489,0,1
74197,MIR155HG,DOID:3347,0.9794037938117981,0,0
73526,HCP5,DOID:3347,0.9664101004600525,0,1
37363,CDKN2B-AS1,DOID:3347,0.7797043323516846,0,1
32434,XIST,DOID:3347,0.47408708930015564,0,1
62555,NEAT1,DOID:3347,0.4715002477169037,0,1
43896,LINCMD1,DOID:3347,0.3507125973701477,0,0
48681,KCNQ1OT1,DOID:3347,0.3498014509677887,0,1
96229,MIR100HG,DOID:3347,0.16112996637821198,0,1
6130,CCDC26,DOID:3347,0.13820578157901764,0,0
68852,CCAT1,DOID:3347,0.1276760995388031,0,1
36342,ERICH1-AS1,DOID:3347,0.0925033837556839,0,0
49834,TP53COR1,DOID:3347,0.07920604199171066,0,0
78944,DLEU2,DOID:3347,0.07716875523328781,0,1
88768,PISRT1,DOID:3347,0.06759140640497208,0,0
65011,SPRY4-IT1,DOID:3347,0.06576477736234665,0,1
80909,LINC01628,DOID:3347,0.06362401694059372,0,0
85281,PSORS1C3,DOID:3347,0.05745767429471016,0,0
84315,WT1-AS,DOID:3347,0.05618417263031006,0,0
41125,SNHG4,DOID:3347,0.05131297931075096,0,0
5242,DISC2,DOID:3347,0.04591528698801994,0,0
15887,CASC2,DOID:3347,0.040739353746175766,0,1
72484,SOX2-OT,DOID:3347,0.03945690020918846,0,1
61020,PCGEM1,DOID:3347,0.03909333422780037,0,0
90007,ESRG,DOID:3347,0.03876145929098129,0,0
73961,TP73-AS1,DOID:3347,0.03811528906226158,0,1
88702,BCYRN1,DOID:3347,0.03429867699742317,0,0
13084,HNF1A-AS1,DOID:3347,0.0340687520802021,0,1
80458,SCHLAP1,DOID:3347,0.03395291790366173,0,0
87094,HOTAIRM1,DOID:3347,0.03284851834177971,0,0
66509,IGF2-AS,DOID:3347,0.03053376078605652,0,0
89592,GACAT2,DOID:3347,0.029791101813316345,0,0
42456,PRNCR1,DOID:3347,0.029326075688004494,0,0
62119,MIR99AHG,DOID:3347,0.029149284586310387,0,0
16042,NALT1,DOID:3347,0.027407433837652206,0,0
74059,HLA-F-AS1,DOID:3347,0.026669513434171677,0,0
86526,CRNDE,DOID:3347,0.02581613138318062,0,1
14845,CTBP1-AS,DOID:3347,0.02510187402367592,0,0
93551,C1QTNF9B-AS1,DOID:3347,0.024530703201889992,0,0
32907,PCAT1,DOID:3347,0.023250244557857513,0,1
95353,LSINCT5,DOID:3347,0.023116931319236755,0,1
44864,GHET1,DOID:3347,0.022822456434369087,0,1
44300,TINCR,DOID:3347,0.022814881056547165,0,0
37071,NPTN-IT1,DOID:3347,0.022700225934386253,0,0
14983,ATXN8OS,DOID:3347,0.02261621132493019,0,0
9206,CCAT2,DOID:3347,0.02087346836924553,0,1
97999,PRINS,DOID:3347,0.01908412016928196,0,0
3878,LINC00961,DOID:3347,0.01869884319603443,0,0
81966,LINC00583,DOID:3347,0.017351599410176277,0,0
41495,LINC-PINT,DOID:3347,0.017219537869095802,0,1
17704,LINC01133,DOID:3347,0.01682133413851261,0,1
15701,MESTIT1,DOID:3347,0.015907645225524902,0,0
65894,AFAP1-AS1,DOID:3347,0.015649612993001938,0,1
78804,LINC01426,DOID:3347,0.015363228507339954,0,0
98846,C5orf66-AS2,DOID:3347,0.015336886048316956,0,0
15288,HYMAI,DOID:3347,0.015335380099713802,0,0
89049,NPSR1-AS1,DOID:3347,0.015122580341994762,0,0
7063,ZFAS1,DOID:3347,0.014994240365922451,0,1
8455,CBR3-AS1,DOID:3347,0.01499115489423275,0,1
8982,CYTOR,DOID:3347,0.014688008464872837,0,0
22628,MIR124-2HG,DOID:3347,0.014641733840107918,0,0
21807,MIAT,DOID:3347,0.01445615291595459,0,1
27845,LINC00312,DOID:3347,0.01394880935549736,0,0
75248,CAHM,DOID:3347,0.013700471259653568,0,0
46209,LINC00474,DOID:3347,0.013112691231071949,0,0
40225,DBH-AS1,DOID:3347,0.013054223731160164,0,1
70481,LINC00963,DOID:3347,0.012785113416612148,0,1
97408,KIRREL3-AS3,DOID:3347,0.012772943824529648,0,0
84221,LUCAT1,DOID:3347,0.012701737694442272,0,1
82712,LINC00974,DOID:3347,0.012266017496585846,0,0
35181,CDKN2A-AS1,DOID:3347,0.012232745066285133,0,0
93248,MIR194-2HG,DOID:3347,0.011540773324668407,0,0
76077,IFNG-AS1,DOID:3347,0.011478114873170853,0,0
83977,HOXA11-AS,DOID:3347,0.01134480070322752,0,1
33753,HAR1A,DOID:3347,0.011268856935203075,0,0
67828,THRIL,DOID:3347,0.011085848324000835,0,1
72749,LINC00675,DOID:3347,0.010942109860479832,0,0
33430,TRERNA1,DOID:3347,0.010760471224784851,0,0
57123,LINC01080,DOID:3347,0.01034593302756548,0,0
22747,IL12A-AS1,DOID:3347,0.010072622448205948,0,0
18500,LINC00629,DOID:3347,0.00994889996945858,0,0
19960,SAMMSON,DOID:3347,0.00963772926479578,0,0
91914,LINC00687,DOID:3347,0.00938874389976263,0,0
31618,BLACAT1,DOID:3347,0.009314504452049732,0,0
41448,ZEB1-AS1,DOID:3347,0.009248885326087475,0,1
