,lncRNA,disease,pred,label,evidence
65242,HOTAIR,DOID:3498,0.9360388517379761,0,1
52938,MEG3,DOID:3498,0.7932885885238647,0,0
40867,GAS5,DOID:3498,0.7710451483726501,0,0
42074,HNF1A-AS1,DOID:3498,0.7697089314460754,0,0
26260,KCNQ1OT1,DOID:3498,0.5324082970619202,0,0
61956,NEAT1,DOID:3498,0.5168220400810242,0,0
5246,LINC00261,DOID:3498,0.5056248903274536,0,0
24827,CCAT2,DOID:3498,0.5010966062545776,0,1
37281,LINC-ROR,DOID:3498,0.4539000689983368,0,0
75941,MIR17HG,DOID:3498,0.33679869771003723,0,0
32993,HULC,DOID:3498,0.25148966908454895,0,1
33422,CDKN2B-AS1,DOID:3498,0.2043362557888031,0,0
13386,BANCR,DOID:3498,0.09541817754507065,0,0
84053,DISC2,DOID:3498,0.05781823396682739,0,0
82812,XIST,DOID:3498,0.0507991723716259,0,0
98417,PCA3,DOID:3498,0.03823062777519226,0,0
97038,HCP5,DOID:3498,0.03097756952047348,0,0
73353,PTCSC3,DOID:3498,0.028068002313375473,0,0
63336,LINC00663,DOID:3498,0.025679830461740494,0,0
48399,ESRG,DOID:3498,0.02460513263940811,0,0
4148,GACAT2,DOID:3498,0.02395552396774292,0,0
93743,LINC01133,DOID:3498,0.01929052360355854,0,1
52176,UCA1,DOID:3498,0.017193419858813286,0,1
95528,KIRREL3-AS3,DOID:3498,0.01711449958384037,0,0
86360,WT1-AS,DOID:3498,0.016887784004211426,0,0
62584,GHET1,DOID:3498,0.016293128952383995,0,0
6069,IGF2-AS,DOID:3498,0.014418531209230423,0,0
94862,CCDC26,DOID:3498,0.012829484418034554,0,0
88726,PICSAR,DOID:3498,0.012692471966147423,0,0
60298,LINC00312,DOID:3498,0.011068892665207386,0,0
31375,MIR100HG,DOID:3498,0.011041991412639618,0,1
13993,NPTN-IT1,DOID:3498,0.01094852201640606,0,0
80864,CYTOR,DOID:3498,0.010916595347225666,0,0
54680,TINCR,DOID:3498,0.010837881825864315,0,0
86830,LINC00974,DOID:3498,0.0096084950491786,0,0
52280,DBH-AS1,DOID:3498,0.009260113351047039,0,0
64346,PTCSC2,DOID:3498,0.009157950058579445,0,0
41890,PISRT1,DOID:3498,0.008677789941430092,0,0
64763,SPRY4-IT1,DOID:3498,0.008494101464748383,0,1
56712,PANDAR,DOID:3498,0.008203595876693726,0,1
87059,CBR3-AS1,DOID:3498,0.00741334306076169,0,0
86327,ERICH1-AS1,DOID:3498,0.0073807453736662865,0,0
51343,LINC00687,DOID:3498,0.007376023568212986,0,0
85434,C5orf66-AS1,DOID:3498,0.006807563826441765,0,0
66431,CCAT1,DOID:3498,0.006565141957253218,0,0
66197,HCCAT5,DOID:3498,0.0062445225194096565,0,0
82952,ZEB1-AS1,DOID:3498,0.0057763042859733105,0,0
64961,LINC00602,DOID:3498,0.005740638822317123,0,0
64497,TUG1,DOID:3498,0.005623963195830584,0,1
59734,LINC01628,DOID:3498,0.005266949068754911,0,0
28910,DLEU2,DOID:3498,0.004973589908331633,0,0
17199,TP53COR1,DOID:3498,0.004559499677270651,0,0
54002,TUSC7,DOID:3498,0.003995922394096851,0,1
15738,HYMAI,DOID:3498,0.003902741242200136,0,0
44486,MIR155HG,DOID:3498,0.00367681379429996,0,0
86163,HLA-F-AS1,DOID:3498,0.003297732677310705,0,0
48618,PSORS1C3,DOID:3498,0.0032318870071321726,0,0
42357,SNHG4,DOID:3498,0.0032238585408777,0,0
15208,LINC-PINT,DOID:3498,0.0029942290857434273,0,0
66867,PCGEM1,DOID:3498,0.0027146239299327135,0,0
90322,DANCR,DOID:3498,0.0026654493995010853,0,1
39390,CRNDE,DOID:3498,0.002527145203202963,0,1
42687,SOX2-OT,DOID:3498,0.0024340623058378696,0,0
70827,NALT1,DOID:3498,0.002397085539996624,0,0
63608,TP73-AS1,DOID:3498,0.0022852285765111446,0,0
58375,SCHLAP1,DOID:3498,0.0020547835156321526,0,0
31952,MESTIT1,DOID:3498,0.001994670834392309,0,0
33946,CASC2,DOID:3498,0.0019471824634820223,0,0
24873,SNHG12,DOID:3498,0.0019451446132734418,0,0
42262,HOTAIRM1,DOID:3498,0.0018801239784806967,0,1
38879,LINC00032,DOID:3498,0.0018797410884872079,0,0
89771,BCYRN1,DOID:3498,0.0018387808231636882,0,0
48234,ATXN8OS,DOID:3498,0.0018364446004852653,0,0
31903,MIR99AHG,DOID:3498,0.0018253870075568557,0,0
48353,MIR194-2HG,DOID:3498,0.0017334172734990716,0,0
73331,CTBP1-AS,DOID:3498,0.0017294010613113642,0,0
63473,LINC00654,DOID:3498,0.0016427859663963318,0,0
90163,PRNCR1,DOID:3498,0.0016321439761668444,0,0
89611,C1QTNF9B-AS1,DOID:3498,0.0015061557060107589,0,0
46691,PCAT1,DOID:3498,0.001450742012821138,0,0
14754,LSINCT5,DOID:3498,0.0014118150575086474,0,0
35736,MIR124-2HG,DOID:3498,0.0012473673559725285,0,0
15619,LINC00961,DOID:3498,0.0012320440728217363,0,0
60727,PRINS,DOID:3498,0.0011240129824727774,0,0
61617,NRON,DOID:3498,0.0010701259598135948,0,0
4261,LINC00474,DOID:3498,0.0010634433710947633,0,0
29662,LINC01556,DOID:3498,0.0010529947467148304,0,0
91663,LINC00583,DOID:3498,0.0010525896213948727,0,0
35355,C5orf66-AS2,DOID:3498,0.0009740980458445847,0,0
39476,LINC01426,DOID:3498,0.0009565933141857386,0,0
76862,NPSR1-AS1,DOID:3498,0.0009502351749688387,0,0
57472,THRIL,DOID:3498,0.0009273363975808024,0,0
37874,CDKN2A-AS1,DOID:3498,0.0009234225726686418,0,0
13185,IFNG-AS1,DOID:3498,0.0009217422339133918,0,0
21742,HAR1A,DOID:3498,0.0009050631779246032,0,0
15199,LINCMD1,DOID:3498,0.0008639892912469804,0,0
9268,CAHM,DOID:3498,0.0008602060843259096,0,0
15991,SAMMSON,DOID:3498,0.0008510520565323532,0,0
85255,LUCAT1,DOID:3498,0.0008365106768906116,0,0
4672,LINC00963,DOID:3498,0.0008330956916324794,0,0
35474,LINC01080,DOID:3498,0.0008290570112876594,0,0
89487,IL12A-AS1,DOID:3498,0.0008088760077953339,0,0
46341,TRERNA1,DOID:3498,0.0007616836228407919,0,0
66452,MINCR,DOID:3498,0.0007535922341048717,0,0
7172,ZFAS1,DOID:3498,0.0006905256886966527,0,0
59782,EWSAT1,DOID:3498,0.0006883692112751305,0,0
55583,RMST,DOID:3498,0.0006742085097357631,0,0
7512,LINC00629,DOID:3498,0.0006536685395985842,0,0
51902,HCG4,DOID:3498,0.0006506996578536928,0,0
48449,LINC00299,DOID:3498,0.0006427231128327549,0,0
71824,TDRG1,DOID:3498,0.0006298699299804866,0,0
39164,MCHR2-AS1,DOID:3498,0.0006176037713885307,0,0
39973,BLACAT1,DOID:3498,0.0006048327777534723,0,0
82779,PCAT5,DOID:3498,0.0006038964493200183,0,0
46332,NCRUPAR,DOID:3498,0.0005859466618858278,0,0
7887,HCG9,DOID:3498,0.0005763611989095807,0,0
47827,MIR503HG,DOID:3498,0.0005747727118432522,0,0
97572,BCAR4,DOID:3498,0.000572117802221328,0,0
42578,MIF-AS1,DOID:3498,0.0005436742794699967,0,0
96262,LINC00163,DOID:3498,0.0005356447072699666,0,0
28532,LINC00271,DOID:3498,0.0005337371258065104,0,0
21477,CASC15,DOID:3498,0.0005331452121026814,0,0
80164,EGOT,DOID:3498,0.0005194711848162115,0,0
31407,FAM83H-AS1,DOID:3498,0.0005187132046557963,0,1
43700,TP53TG1,DOID:3498,0.0005177193670533597,0,1
88229,HAND2-AS1,DOID:3498,0.0005146021139807999,0,0
79916,MIR137HG,DOID:3498,0.0005145787727087736,0,0
57553,PWAR4,DOID:3498,0.0005104906740598381,0,0
21023,TARID,DOID:3498,0.000508307886775583,0,0
24018,CDR1-AS,DOID:3498,0.000494124018587172,0,0
20602,SNHG11,DOID:3498,0.00048367565614171326,0,0
9512,SNHG1,DOID:3498,0.00048078576219268143,0,1
38667,TUSC8,DOID:3498,0.00047614265349693596,0,0
10002,MYCNOS,DOID:3498,0.00046865292824804783,0,0
86108,DAOA-AS1,DOID:3498,0.0004616976366378367,0,0
39826,TTTY15,DOID:3498,0.00045193766709417105,0,0
10047,MIAT,DOID:3498,0.0004509429563768208,0,0
80844,HOXA11-AS,DOID:3498,0.0004340332525316626,0,0
84079,GNAS-AS1,DOID:3498,0.0004267601470928639,0,0
55572,DSCR10,DOID:3498,0.00042159215081483126,0,0
93897,CECR7,DOID:3498,0.000402531266445294,0,0
81870,HCG27,DOID:3498,0.00039839951205067337,0,0
7115,MIR7-3HG,DOID:3498,0.0003843274316750467,0,0
77996,LINC00473,DOID:3498,0.00037836184492334723,0,0
30526,CASC16,DOID:3498,0.0003704455739352852,0,0
69168,LINC01024,DOID:3498,0.00035783674684353173,0,0
67875,GSTT1-AS1,DOID:3498,0.0003565633378457278,0,0
77113,GABPB1-AS1,DOID:3498,0.000355923839379102,0,0
6415,LINC00467,DOID:3498,0.00034710264299064875,0,0
56635,LINC00319,DOID:3498,0.000343881081789732,0,0
46639,EPB41L4A-AS1,DOID:3498,0.00034060023608617485,0,0
85673,CASC8,DOID:3498,0.00033684729714877903,0,0
85201,COPG2IT1,DOID:3498,0.00033684729714877903,0,0
67837,FMR1-AS1,DOID:3498,0.00033684729714877903,0,0
84981,TSIX,DOID:3498,0.00033684729714877903,0,0
70073,TEX41,DOID:3498,0.00033684729714877903,0,0
78589,FALEC,DOID:3498,0.00033684729714877903,0,0
74129,MIR181A1HG,DOID:3498,0.00033684729714877903,0,0
76901,LINC01098,DOID:3498,0.00033684729714877903,0,0
13297,LINC01081,DOID:3498,0.00033684729714877903,0,0
57881,OLMALINC,DOID:3498,0.00033684729714877903,0,0
66693,COL18A1-AS1,DOID:3498,0.00033684729714877903,0,0
10041,APTR,DOID:3498,0.00033684729714877903,0,0
39597,MIR4435-2HG,DOID:3498,0.00033684729714877903,0,0
9193,LINC01235,DOID:3498,0.00033684729714877903,0,0
46601,LINC00336,DOID:3498,0.00033684729714877903,0,0
43013,GATA3-AS1,DOID:3498,0.00033684729714877903,0,0
62461,NFIA-AS1,DOID:3498,0.00033684729714877903,0,0
61361,B3GALT5-AS1,DOID:3498,0.00033684729714877903,0,0
43245,PWAR5,DOID:3498,0.00033684729714877903,0,0
43469,DIO3OS,DOID:3498,0.00033684729714877903,0,0
3047,NUP50-AS1,DOID:3498,0.0003368471225257963,0,0
27259,LINC00315,DOID:3498,0.0003368471225257963,0,0
44471,GHRLOS,DOID:3498,0.0003368471225257963,0,0
84567,LINC01602,DOID:3498,0.0003368471225257963,0,0
44035,LINC00575,DOID:3498,0.0003368471225257963,0,0
29560,FAM30A,DOID:3498,0.0003368471225257963,0,0
