,lncRNA,disease,pred,label,evidence
24481,GAS5,DOID:9261,0.9480777382850647,0,1
15045,MEG3,DOID:9261,0.9477493166923523,0,1
79180,LINC01628,DOID:9261,0.8909305334091187,0,0
20159,ERICH1-AS1,DOID:9261,0.8876834511756897,0,0
37517,HNF1A-AS1,DOID:9261,0.8871908783912659,0,0
67217,BANCR,DOID:9261,0.8809806704521179,0,0
98627,GACAT2,DOID:9261,0.8594135046005249,0,0
96549,MIR124-2HG,DOID:9261,0.8464034199714661,0,0
25930,UCA1,DOID:9261,0.8452886343002319,0,1
8161,MIR17HG,DOID:9261,0.7388536930084229,0,0
92090,CCAT2,DOID:9261,0.7367202639579773,0,0
88449,NPTN-IT1,DOID:9261,0.7269493341445923,0,0
25346,C5orf66-AS2,DOID:9261,0.7262661457061768,0,0
75597,NEAT1,DOID:9261,0.6416149139404297,0,1
87595,CCAT1,DOID:9261,0.6276564598083496,0,1
56927,XIST,DOID:9261,0.5810551047325134,0,1
92093,BCYRN1,DOID:9261,0.4905208945274353,0,0
80696,PVT1,DOID:9261,0.465408593416214,0,1
6081,AFAP1-AS1,DOID:9261,0.42429855465888977,0,1
39103,SPRY4-IT1,DOID:9261,0.42302826046943665,0,0
17260,LINC00473,DOID:9261,0.41699132323265076,0,0
10589,SNHG1,DOID:9261,0.3902124762535095,0,1
19130,TUG1,DOID:9261,0.3417102098464966,0,1
37844,KIRREL3-AS3,DOID:9261,0.34164971113204956,0,0
66026,LINC01133,DOID:9261,0.33663520216941833,0,1
22942,GHET1,DOID:9261,0.23125530779361725,0,0
71246,KCNQ1OT1,DOID:9261,0.16076770424842834,0,0
37480,HCP5,DOID:9261,0.1267252117395401,0,0
26664,HOTTIP,DOID:9261,0.06235535442829132,0,1
70771,IGF2-AS,DOID:9261,0.051010359078645706,0,0
59013,TP53COR1,DOID:9261,0.048975810408592224,0,0
53627,TUSC7,DOID:9261,0.048355791717767715,0,0
76579,TINCR,DOID:9261,0.04674714058637619,0,0
11046,PCA3,DOID:9261,0.045670755207538605,0,0
42267,WT1-AS,DOID:9261,0.04289670288562775,0,0
82438,SOX2-OT,DOID:9261,0.04231848195195198,0,1
22562,CYTOR,DOID:9261,0.04079926013946533,0,0
5122,MIR100HG,DOID:9261,0.0398191437125206,0,0
48596,LINC00974,DOID:9261,0.039519552141427994,0,0
9669,CASC2,DOID:9261,0.03758111596107483,0,1
71785,PANDAR,DOID:9261,0.0372646301984787,0,0
44678,DBH-AS1,DOID:9261,0.03700520843267441,0,0
15570,MIR155HG,DOID:9261,0.033808860927820206,0,0
65266,HCCAT5,DOID:9261,0.03276238590478897,0,0
39166,MINCR,DOID:9261,0.03241783380508423,0,1
54224,CCDC26,DOID:9261,0.032158318907022476,0,0
49264,PCAT1,DOID:9261,0.028755493462085724,0,0
80109,DANCR,DOID:9261,0.02870541624724865,0,1
19110,PISRT1,DOID:9261,0.02859051153063774,0,0
44298,LSINCT5,DOID:9261,0.028356727212667465,0,0
5683,ESRG,DOID:9261,0.027852142229676247,0,0
91759,CRNDE,DOID:9261,0.02706560492515564,0,0
50498,LINC01426,DOID:9261,0.02120390720665455,0,0
90920,DLEU2,DOID:9261,0.021008817479014397,0,0
37974,HOTAIRM1,DOID:9261,0.020495468750596046,0,0
42537,TRERNA1,DOID:9261,0.01963813602924347,0,0
69407,HULC,DOID:9261,0.01949327439069748,0,1
19995,PRNCR1,DOID:9261,0.019458293914794922,0,0
27962,MIR194-2HG,DOID:9261,0.019198425114154816,0,0
80378,MIR7-3HG,DOID:9261,0.01871229149401188,0,0
93157,LINC00583,DOID:9261,0.017344292253255844,0,0
75627,NPSR1-AS1,DOID:9261,0.016013849526643753,0,0
21342,CAHM,DOID:9261,0.015886541455984116,0,0
19631,NCRUPAR,DOID:9261,0.014814818277955055,0,0
88051,PICSAR,DOID:9261,0.01373231876641512,0,0
80228,SNHG4,DOID:9261,0.013606351800262928,0,0
72184,CASC16,DOID:9261,0.012103903107345104,0,0
46606,PSORS1C3,DOID:9261,0.011691505089402199,0,0
23835,LINC00675,DOID:9261,0.011577798053622246,0,0
15366,PTCSC2,DOID:9261,0.011376806534826756,0,0
21805,HLA-F-AS1,DOID:9261,0.010780702345073223,0,0
71228,ZFAS1,DOID:9261,0.010674337856471539,0,1
33580,TP73-AS1,DOID:9261,0.010233859531581402,0,0
47959,LINC00687,DOID:9261,0.009749224409461021,0,0
77230,CBR3-AS1,DOID:9261,0.009164785034954548,0,0
5781,ZEB1-AS1,DOID:9261,0.008677622303366661,0,0
8051,PCGEM1,DOID:9261,0.008641072548925877,0,0
60923,PTCSC3,DOID:9261,0.008549284189939499,0,0
88908,SNHG12,DOID:9261,0.008352428674697876,0,0
24808,NALT1,DOID:9261,0.008070193231105804,0,0
93466,LINC00663,DOID:9261,0.007820326834917068,0,0
85735,C5orf66-AS1,DOID:9261,0.0075476947240531445,0,0
46851,LINC00602,DOID:9261,0.00749184051528573,0,0
