,lncRNA,disease,pred,label,evidence
52433,DISC2,DOID:1909,0.9971107244491577,0,0
7194,PCA3,DOID:1909,0.9953899383544922,0,0
90976,ESRG,DOID:1909,0.9939664602279663,0,0
61460,KIRREL3-AS3,DOID:1909,0.9934446811676025,0,0
87824,GACAT2,DOID:1909,0.993378221988678,0,0
98391,HYMAI,DOID:1909,0.9932803511619568,0,0
25810,CCDC26,DOID:1909,0.993010938167572,0,0
27502,LINC01133,DOID:1909,0.992870032787323,0,0
36201,HNF1A-AS1,DOID:1909,0.9920722842216492,0,0
57629,PICSAR,DOID:1909,0.9904059767723083,0,0
17562,LINC01556,DOID:1909,0.9894112944602966,0,0
13069,TUSC7,DOID:1909,0.9888631105422974,0,0
85907,LINC00312,DOID:1909,0.986717939376831,0,0
50933,TINCR,DOID:1909,0.986660361289978,0,0
42323,CYTOR,DOID:1909,0.9861189126968384,0,0
28093,MIR194-2HG,DOID:1909,0.9852434396743774,0,0
37834,CRNDE,DOID:1909,0.9833890795707703,0,1
86125,GHET1,DOID:1909,0.9830927848815918,0,0
59183,DBH-AS1,DOID:1909,0.9830310344696045,0,0
94932,LINC00974,DOID:1909,0.982951819896698,0,0
98598,HCP5,DOID:1909,0.9829277396202087,0,0
53369,LINC00687,DOID:1909,0.9820490479469299,0,0
7445,C5orf66-AS1,DOID:1909,0.9814171195030212,0,0
76430,PANDAR,DOID:1909,0.9812761545181274,0,1
97051,NPTN-IT1,DOID:1909,0.980668306350708,0,0
23905,MEG3,DOID:1909,0.9803549647331238,0,1
12128,IGF2-AS,DOID:1909,0.9801023602485657,0,0
18308,LINC00602,DOID:1909,0.976671040058136,0,0
77023,ZEB1-AS1,DOID:1909,0.9754966497421265,0,1
71189,LINC00675,DOID:1909,0.974999725818634,0,0
84145,PTCSC3,DOID:1909,0.9748517274856567,0,0
40261,CCAT2,DOID:1909,0.9656376242637634,0,0
3440,LINC00663,DOID:1909,0.961787760257721,0,0
96870,CBR3-AS1,DOID:1909,0.9580662846565247,0,0
20033,CASC2,DOID:1909,0.9561522006988525,0,1
67839,CCAT1,DOID:1909,0.9550307393074036,0,1
13437,AFAP1-AS1,DOID:1909,0.9450392723083496,0,0
47786,PVT1,DOID:1909,0.9418260455131531,0,1
61683,HULC,DOID:1909,0.8937004208564758,0,0
11510,MIR17HG,DOID:1909,0.879874587059021,0,0
66239,SNHG12,DOID:1909,0.8650509119033813,0,0
19419,EWSAT1,DOID:1909,0.8351975679397583,0,0
74279,NEAT1,DOID:1909,0.7349472641944885,0,1
76916,XIST,DOID:1909,0.6296305656433105,0,1
67695,KCNQ1OT1,DOID:1909,0.595164954662323,0,1
59627,WT1-AS,DOID:1909,0.3209479749202728,0,0
4765,HOTTIP,DOID:1909,0.29422470927238464,0,0
57130,TUG1,DOID:1909,0.2417500764131546,0,0
33160,PTCSC2,DOID:1909,0.16872616112232208,0,0
82063,HCCAT5,DOID:1909,0.1381467878818512,0,0
60851,MIR100HG,DOID:1909,0.08795981854200363,0,0
41252,DLEU2,DOID:1909,0.078102707862854,0,0
55124,LINC01628,DOID:1909,0.07171890139579773,0,0
42408,ERICH1-AS1,DOID:1909,0.07038230448961258,0,0
81048,MIR155HG,DOID:1909,0.06926271319389343,0,0
85836,TP73-AS1,DOID:1909,0.058485981076955795,0,0
76888,TP53COR1,DOID:1909,0.04821722209453583,0,0
54928,PISRT1,DOID:1909,0.042076628655195236,0,0
6757,HOTAIRM1,DOID:1909,0.041720982640981674,0,1
6740,SNHG4,DOID:1909,0.040303461253643036,0,0
54084,PSORS1C3,DOID:1909,0.03976845741271973,0,0
27134,DANCR,DOID:1909,0.03515072539448738,0,0
73604,PCGEM1,DOID:1909,0.033269256353378296,0,0
17419,SOX2-OT,DOID:1909,0.02857673540711403,0,1
74653,MIR99AHG,DOID:1909,0.026550548151135445,0,0
97262,BCYRN1,DOID:1909,0.02114502526819706,0,0
9637,CTBP1-AS,DOID:1909,0.020555883646011353,0,0
34696,SCHLAP1,DOID:1909,0.020538879558444023,0,0
35854,HLA-F-AS1,DOID:1909,0.020111888647079468,0,0
6615,LSINCT5,DOID:1909,0.018173396587371826,0,0
9708,PRNCR1,DOID:1909,0.017903422936797142,0,0
85608,LINC00961,DOID:1909,0.016107650473713875,0,0
57007,LINC00583,DOID:1909,0.014289479702711105,0,0
14550,SNHG1,DOID:1909,0.01413545198738575,0,0
79507,C1QTNF9B-AS1,DOID:1909,0.013787996023893356,0,0
4827,MIR124-2HG,DOID:1909,0.013617011718451977,0,0
6842,C5orf66-AS2,DOID:1909,0.013596807606518269,0,0
6383,LINC01426,DOID:1909,0.013549077324569225,0,0
11134,RMST,DOID:1909,0.011854572221636772,0,1
44584,MESTIT1,DOID:1909,0.011724017560482025,0,0
49886,CAHM,DOID:1909,0.011617674492299557,0,0
73897,LINC00963,DOID:1909,0.01158778928220272,0,1
