,lncRNA,disease,pred,label,evidence
6801,CDKN2B-AS1,DOID:2876,0.9667611718177795,0,1
7277,MEG3,DOID:2876,0.9607342481613159,0,1
76240,UCA1,DOID:2876,0.9173780679702759,0,1
89501,TINCR,DOID:2876,0.8594275712966919,0,0
6691,CCAT2,DOID:2876,0.854553759098053,0,0
19592,GAS5,DOID:2876,0.8522688746452332,0,1
72572,HOTTIP,DOID:2876,0.8238490223884583,0,0
46974,CBR3-AS1,DOID:2876,0.7883723974227905,0,0
61384,C5orf66-AS1,DOID:2876,0.778810441493988,0,0
50289,ZEB1-AS1,DOID:2876,0.7725659012794495,0,0
78999,LINC01628,DOID:2876,0.6319276094436646,0,0
64947,ERICH1-AS1,DOID:2876,0.6209818720817566,0,0
7612,GACAT2,DOID:2876,0.570234477519989,0,0
41887,HNF1A-AS1,DOID:2876,0.5568769574165344,0,0
82980,BANCR,DOID:2876,0.4952114224433899,0,0
30495,MIR124-2HG,DOID:2876,0.48802992701530457,0,0
14158,C5orf66-AS2,DOID:2876,0.43556520342826843,0,0
26165,NPTN-IT1,DOID:2876,0.3364277482032776,0,0
70938,DISC2,DOID:2876,0.3089216351509094,0,0
75504,PVT1,DOID:2876,0.24731773138046265,0,1
74673,XIST,DOID:2876,0.24357302486896515,0,1
46239,BCYRN1,DOID:2876,0.17331941425800323,0,0
86311,MIR17HG,DOID:2876,0.1729934811592102,0,0
50468,AFAP1-AS1,DOID:2876,0.16835437715053558,0,1
24958,CCAT1,DOID:2876,0.15195831656455994,0,1
95527,LINC00473,DOID:2876,0.14397698640823364,0,0
91827,KCNQ1OT1,DOID:2876,0.09081904590129852,0,0
97459,HCP5,DOID:2876,0.0859035849571228,0,0
8389,PCA3,DOID:2876,0.07423347979784012,0,0
69564,TUG1,DOID:2876,0.05306060239672661,0,0
16198,ESRG,DOID:2876,0.05119512602686882,0,0
49977,LINC01133,DOID:2876,0.04875745251774788,0,0
58706,SPRY4-IT1,DOID:2876,0.04551328346133232,0,0
47637,KIRREL3-AS3,DOID:2876,0.044670868664979935,0,0
25388,MIR100HG,DOID:2876,0.04225079342722893,0,1
47344,CCDC26,DOID:2876,0.03896393999457359,0,0
76950,WT1-AS,DOID:2876,0.03708144277334213,0,0
7480,GHET1,DOID:2876,0.03442955017089844,0,0
80935,PISRT1,DOID:2876,0.03119749389588833,0,0
37405,IGF2-AS,DOID:2876,0.02821100316941738,0,0
93123,SNHG1,DOID:2876,0.028010062873363495,0,1
65106,PICSAR,DOID:2876,0.022851429879665375,0,0
59458,DLEU2,DOID:2876,0.020334191620349884,0,0
28392,CYTOR,DOID:2876,0.01862541027367115,0,0
33623,LINC00312,DOID:2876,0.0186246819794178,0,0
90086,LINC00675,DOID:2876,0.01758675090968609,0,0
87039,TP53COR1,DOID:2876,0.017326615750789642,0,0
11271,LINC00974,DOID:2876,0.016007501631975174,0,0
57349,SOX2-OT,DOID:2876,0.015917614102363586,0,1
59233,DBH-AS1,DOID:2876,0.015906183049082756,0,0
69969,MIR155HG,DOID:2876,0.015488987788558006,0,1
13019,PTCSC2,DOID:2876,0.014098851010203362,0,0
95308,PANDAR,DOID:2876,0.013762135989964008,0,0
72463,SNHG4,DOID:2876,0.01245694886893034,0,0
25782,LINC00687,DOID:2876,0.012277248315513134,0,0
86637,PSORS1C3,DOID:2876,0.012001581490039825,0,0
69650,PTCSC3,DOID:2876,0.011721477843821049,0,1
94223,HCCAT5,DOID:2876,0.011030728928744793,0,0
95634,HLA-F-AS1,DOID:2876,0.01088790874928236,0,0
40185,TUSC7,DOID:2876,0.010627002455294132,0,0
44798,PCGEM1,DOID:2876,0.01055560726672411,0,0
39571,LINC00663,DOID:2876,0.010467198677361012,0,0
26621,HYMAI,DOID:2876,0.009901013225317001,0,0
60218,DANCR,DOID:2876,0.009861488826572895,0,0
