,lncRNA,disease,pred,label,evidence
68682,H19,DOID:5520,0.9949169158935547,0,1
69275,CDKN2B-AS1,DOID:5520,0.9785312414169312,0,0
9472,TINCR,DOID:5520,0.959497332572937,0,0
64131,CCAT2,DOID:5520,0.934082567691803,0,0
86425,ZEB1-AS1,DOID:5520,0.9293472766876221,0,0
80505,CBR3-AS1,DOID:5520,0.926240861415863,0,0
67021,C5orf66-AS1,DOID:5520,0.9252995252609253,0,1
10305,NEAT1,DOID:5520,0.41189083456993103,0,0
56775,DISC2,DOID:5520,0.3741314709186554,0,0
26296,PVT1,DOID:5520,0.33464109897613525,0,1
17527,GAS5,DOID:5520,0.2916308045387268,0,0
15100,PCA3,DOID:5520,0.2817547023296356,0,0
57270,BANCR,DOID:5520,0.241893470287323,0,0
72936,XIST,DOID:5520,0.23381474614143372,0,0
46962,GACAT2,DOID:5520,0.2124590277671814,0,0
84511,ESRG,DOID:5520,0.20385624468326569,0,0
72894,HCP5,DOID:5520,0.19402383267879486,0,0
79405,HNF1A-AS1,DOID:5520,0.18477243185043335,0,0
47533,LINC01133,DOID:5520,0.1786753535270691,0,0
43157,KIRREL3-AS3,DOID:5520,0.15436415374279022,0,0
3786,WT1-AS,DOID:5520,0.13706596195697784,0,0
70329,GHET1,DOID:5520,0.12873992323875427,0,0
74488,KCNQ1OT1,DOID:5520,0.12501117587089539,0,0
33047,IGF2-AS,DOID:5520,0.1187862902879715,0,0
92754,PICSAR,DOID:5520,0.116165392100811,0,0
89438,NPTN-IT1,DOID:5520,0.1076546162366867,0,0
41155,LINC00312,DOID:5520,0.1041165292263031,0,0
57008,MIR17HG,DOID:5520,0.10290521383285522,0,0
31128,CYTOR,DOID:5520,0.09958600252866745,0,1
25500,SPRY4-IT1,DOID:5520,0.08561835438013077,0,1
68277,LINC00974,DOID:5520,0.08459534496068954,0,0
39863,LINC00675,DOID:5520,0.08253777027130127,0,0
54186,DBH-AS1,DOID:5520,0.07973890751600266,0,0
85123,PTCSC2,DOID:5520,0.07928982377052307,0,0
65132,LINC00687,DOID:5520,0.07025368511676788,0,0
39057,CCDC26,DOID:5520,0.0687030777335167,0,0
65090,PANDAR,DOID:5520,0.06799361109733582,0,0
77173,PTCSC3,DOID:5520,0.0657774806022644,0,0
17396,LINC00663,DOID:5520,0.06005353108048439,0,0
25102,HCCAT5,DOID:5520,0.05981657654047012,0,0
8520,LINC00602,DOID:5520,0.051935773342847824,0,0
31708,MIR100HG,DOID:5520,0.04970940202474594,0,0
98195,AFAP1-AS1,DOID:5520,0.0491672083735466,0,0
58737,CCAT1,DOID:5520,0.03782054781913757,0,1
51632,ERICH1-AS1,DOID:5520,0.03770069777965546,0,0
61216,PISRT1,DOID:5520,0.03473460301756859,0,0
61638,LINC01628,DOID:5520,0.034174587577581406,0,0
83758,TUG1,DOID:5520,0.03152497112751007,0,0
32661,HULC,DOID:5520,0.029316091910004616,0,0
21089,DLEU2,DOID:5520,0.028838330879807472,0,0
89303,SOX2-OT,DOID:5520,0.027887754142284393,0,0
26700,TP53COR1,DOID:5520,0.022733477875590324,0,0
54936,MIR155HG,DOID:5520,0.021497495472431183,0,0
41729,SNHG12,DOID:5520,0.021140463650226593,0,0
49762,TUSC7,DOID:5520,0.019993459805846214,0,0
38835,HYMAI,DOID:5520,0.01945379190146923,0,0
13167,SNHG4,DOID:5520,0.01816219836473465,0,0
51600,PSORS1C3,DOID:5520,0.016731008887290955,0,0
86070,LINC-PINT,DOID:5520,0.016531649976968765,0,0
61586,PCGEM1,DOID:5520,0.016288336366415024,0,0
14411,HLA-F-AS1,DOID:5520,0.014073165133595467,0,0
48463,DANCR,DOID:5520,0.013601936399936676,0,0
41340,TP73-AS1,DOID:5520,0.013466665521264076,0,0
15136,CRNDE,DOID:5520,0.01283644326031208,0,0
8995,CASC2,DOID:5520,0.010955302976071835,0,0
54908,MIR99AHG,DOID:5520,0.01071513257920742,0,0
64458,HOTAIRM1,DOID:5520,0.010375900194048882,0,0
90260,SCHLAP1,DOID:5520,0.010045661590993404,0,0
35306,BCYRN1,DOID:5520,0.009049134328961372,0,0
47910,LINC00032,DOID:5520,0.00893991906195879,0,0
87770,MIR194-2HG,DOID:5520,0.00885270070284605,0,0
69828,MESTIT1,DOID:5520,0.008526752702891827,0,0
12728,NALT1,DOID:5520,0.008447308093309402,0,0
38127,LINC00654,DOID:5520,0.008263938128948212,0,0
82648,PRNCR1,DOID:5520,0.008205954916775227,0,0
57793,MIR124-2HG,DOID:5520,0.007613038644194603,0,0
50823,LSINCT5,DOID:5520,0.007598181255161762,0,0
37301,LINC00961,DOID:5520,0.007469851057976484,0,0
95371,C1QTNF9B-AS1,DOID:5520,0.00722444849088788,0,0
21254,CTBP1-AS,DOID:5520,0.007156036794185638,0,0
21294,ATXN8OS,DOID:5520,0.00711745535954833,0,0
72273,PCAT1,DOID:5520,0.006622303277254105,0,1
41477,C5orf66-AS2,DOID:5520,0.005814747419208288,0,0
95026,LINC00583,DOID:5520,0.005805217660963535,0,0
28217,PRINS,DOID:5520,0.005675860680639744,0,0
36701,LINC01426,DOID:5520,0.005537404213100672,0,0
86619,NPSR1-AS1,DOID:5520,0.005319416057318449,0,0
76368,LINC01556,DOID:5520,0.0052567217499017715,0,0
94250,LINC00963,DOID:5520,0.004932711366564035,0,0
52539,LUCAT1,DOID:5520,0.004860626999288797,0,1
79651,CAHM,DOID:5520,0.004795180633664131,0,0
98089,SAMMSON,DOID:5520,0.004658093675971031,0,0
31756,NRON,DOID:5520,0.004511980805546045,0,0
22733,TRERNA1,DOID:5520,0.004112172406166792,0,0
93024,RMST,DOID:5520,0.003984435927122831,0,0
64055,LINC00629,DOID:5520,0.0038716925773769617,0,0
26655,HCG4,DOID:5520,0.0038193315267562866,0,0
27240,LINC00474,DOID:5520,0.0037753258366137743,0,0
38176,MINCR,DOID:5520,0.003646399360150099,0,0
18103,ZFAS1,DOID:5520,0.003574234899133444,0,1
24301,TDRG1,DOID:5520,0.003569428576156497,0,0
62244,PCAT5,DOID:5520,0.0035179697442799807,0,0
69754,BLACAT1,DOID:5520,0.0035046322736889124,0,1
87099,CDKN2A-AS1,DOID:5520,0.003453973215073347,0,0
86350,EWSAT1,DOID:5520,0.0034517254680395126,0,0
89874,CASC15,DOID:5520,0.0032279263250529766,0,0
65284,IFNG-AS1,DOID:5520,0.003226950764656067,0,0
37518,BCAR4,DOID:5520,0.003141355700790882,0,0
34191,HAND2-AS1,DOID:5520,0.0031144353561103344,0,1
9698,MIR503HG,DOID:5520,0.003085225587710738,0,0
53742,HAR1A,DOID:5520,0.00304086203686893,0,0
33905,LINCMD1,DOID:5520,0.0029638290870934725,0,0
23870,EGOT,DOID:5520,0.002961240243166685,0,0
69922,NCRUPAR,DOID:5520,0.002935923170298338,0,0
21152,LINC01080,DOID:5520,0.002929180394858122,0,0
