,lncRNA,disease,pred,label,evidence
82481,CDKN2B-AS1,DOID:4362,0.9998869895935059,0,1
20336,HCG27,DOID:4362,0.9990715980529785,0,0
24675,CASC2,DOID:4362,0.9988254904747009,0,1
94058,LINC00629,DOID:4362,0.9886069893836975,0,0
41598,UCA1,DOID:4362,0.9824893474578857,0,1
34904,LSINCT5,DOID:4362,0.9726142287254333,0,0
81338,SNHG12,DOID:4362,0.9581401348114014,0,1
49192,CCAT1,DOID:4362,0.9578210115432739,0,1
96375,MIR503HG,DOID:4362,0.8886807560920715,0,0
9063,HOXA11-AS,DOID:4362,0.8254929184913635,0,1
95600,PCA3,DOID:4362,0.8091862201690674,0,0
73010,PCGEM1,DOID:4362,0.7995059490203857,0,1
95810,SCHLAP1,DOID:4362,0.7513190507888794,0,0
84185,C1QTNF9B-AS1,DOID:4362,0.721045196056366,0,0
96861,LINC00961,DOID:4362,0.7064967751502991,0,0
9674,TDRG1,DOID:4362,0.6966840028762817,0,1
69007,PRINS,DOID:4362,0.6614751219749451,0,0
48857,LUCAT1,DOID:4362,0.6567750573158264,0,1
80019,PCAT1,DOID:4362,0.650394856929779,0,1
50809,LINC00963,DOID:4362,0.6383724808692932,0,0
19210,XIST,DOID:4362,0.602827787399292,0,1
89183,PCAT5,DOID:4362,0.6016340255737305,0,0
18350,EGOT,DOID:4362,0.5733176469802856,0,0
86626,NEAT1,DOID:4362,0.5676841735839844,0,1
33268,PRNCR1,DOID:4362,0.5614737272262573,0,0
28726,HOTTIP,DOID:4362,0.553274929523468,0,0
56114,DANCR,DOID:4362,0.5355927348136902,0,1
49821,IGF2-AS,DOID:4362,0.5285389423370361,0,0
90681,TTTY15,DOID:4362,0.34093546867370605,0,0
81370,TUG1,DOID:4362,0.2708495259284973,0,1
7085,KCNQ1OT1,DOID:4362,0.26373597979545593,0,0
22593,HULC,DOID:4362,0.20828188955783844,0,1
98796,MIR17HG,DOID:4362,0.1979179084300995,0,0
90953,HCP5,DOID:4362,0.1539527177810669,0,1
53868,MIR100HG,DOID:4362,0.0939684584736824,0,1
90184,PISRT1,DOID:4362,0.06498699635267258,0,0
22011,MIR155HG,DOID:4362,0.06255775690078735,0,0
87980,CBR3-AS1,DOID:4362,0.060328491032123566,0,0
60219,CCDC26,DOID:4362,0.058095622807741165,0,0
94889,CTBP1-AS,DOID:4362,0.05520913004875183,0,0
64097,ERICH1-AS1,DOID:4362,0.05155521258711815,0,0
86610,DLEU2,DOID:4362,0.04854137450456619,0,0
29286,TP73-AS1,DOID:4362,0.04450075328350067,0,1
79687,TP53COR1,DOID:4362,0.04142925515770912,0,1
39830,LINC01628,DOID:4362,0.038913704454898834,0,0
63136,BANCR,DOID:4362,0.036912448704242706,0,0
80572,WT1-AS,DOID:4362,0.03309190645813942,0,1
22127,DISC2,DOID:4362,0.03154793009161949,0,0
9944,SNHG4,DOID:4362,0.030650975182652473,0,1
39481,SPRY4-IT1,DOID:4362,0.030344488099217415,0,1
96366,PSORS1C3,DOID:4362,0.029883576557040215,0,0
61308,LINCMD1,DOID:4362,0.028431231155991554,0,0
57436,HLA-F-AS1,DOID:4362,0.025408629328012466,0,0
24371,TINCR,DOID:4362,0.024089274927973747,0,0
44503,SOX2-OT,DOID:4362,0.019966598600149155,0,0
20678,ESRG,DOID:4362,0.01989833451807499,0,0
61107,NALT1,DOID:4362,0.019742095842957497,0,0
42370,HNF1A-AS1,DOID:4362,0.01957290805876255,0,1
25250,HOTAIRM1,DOID:4362,0.019111253321170807,0,0
92037,MIR99AHG,DOID:4362,0.0184153001755476,0,0
77209,GACAT2,DOID:4362,0.0178977120667696,0,0
77936,ATXN8OS,DOID:4362,0.016495762392878532,0,0
53242,TUSC7,DOID:4362,0.01638912968337536,0,0
21001,MESTIT1,DOID:4362,0.015575784258544445,0,0
24337,GHET1,DOID:4362,0.014504111371934414,0,1
88335,SNHG1,DOID:4362,0.013765521347522736,0,1
67669,NPTN-IT1,DOID:4362,0.012780877761542797,0,1
60879,EPB41L4A-AS1,DOID:4362,0.012713667936623096,0,0
61667,HYMAI,DOID:4362,0.01191615592688322,0,0
92096,CRNDE,DOID:4362,0.011005310341715813,0,1
94598,LINC-PINT,DOID:4362,0.010931845754384995,0,0
53562,LINC01133,DOID:4362,0.01091851107776165,0,1
88470,LINC00583,DOID:4362,0.010276039130985737,0,0
3655,LINC00473,DOID:4362,0.009804056957364082,0,1
17788,MIR124-2HG,DOID:4362,0.009598363190889359,0,0
38802,C5orf66-AS2,DOID:4362,0.00955581571906805,0,0
56742,LINC01426,DOID:4362,0.009424645453691483,0,0
42771,NPSR1-AS1,DOID:4362,0.00938384048640728,0,0
48589,KIRREL3-AS3,DOID:4362,0.009253094904124737,0,0
63015,LINC00474,DOID:4362,0.00923619233071804,0,0
14227,CDKN2A-AS1,DOID:4362,0.008904647082090378,0,0
45742,CYTOR,DOID:4362,0.00872919149696827,0,0
86569,CAHM,DOID:4362,0.008467845618724823,0,0
34484,NRON,DOID:4362,0.008397871628403664,0,0
69392,LINC00312,DOID:4362,0.008288901299238205,0,0
17327,IFNG-AS1,DOID:4362,0.007968845777213573,0,0
62616,DBH-AS1,DOID:4362,0.007947717793285847,0,0
9960,AFAP1-AS1,DOID:4362,0.007934465073049068,0,1
81119,HAR1A,DOID:4362,0.007755594793707132,0,0
76968,LINC00974,DOID:4362,0.007622844073921442,0,0
37102,THRIL,DOID:4362,0.007448570337146521,0,0
59546,SAMMSON,DOID:4362,0.007379561197012663,0,0
49258,MIR194-2HG,DOID:4362,0.007276108954101801,0,0
18056,GNAS-AS1,DOID:4362,0.007187020964920521,0,0
27148,LINC01080,DOID:4362,0.007159255910664797,0,0
64753,MINCR,DOID:4362,0.007134484592825174,0,0
52384,TRERNA1,DOID:4362,0.006910163909196854,0,0
83660,IL12A-AS1,DOID:4362,0.006767551880329847,0,0
43129,ZFAS1,DOID:4362,0.006730644963681698,0,1
42266,LINC00675,DOID:4362,0.0066596949473023415,0,1
90034,RMST,DOID:4362,0.006646695546805859,0,0
42650,PICSAR,DOID:4362,0.006516254507005215,0,0
97956,LINC00511,DOID:4362,0.006461766082793474,0,1
28727,HCG4,DOID:4362,0.006242477800697088,0,0
66542,EWSAT1,DOID:4362,0.006166686303913593,0,1
30400,BLACAT1,DOID:4362,0.006018456537276506,0,1
58371,LINC00654,DOID:4362,0.005949653219431639,0,0
8323,LINC00687,DOID:4362,0.005859041120857,0,0
51361,NCRUPAR,DOID:4362,0.00580952875316143,0,0
33079,PTCSC2,DOID:4362,0.005783746484667063,0,0
20167,ZEB1-AS1,DOID:4362,0.005737200379371643,0,1
31637,HCCAT5,DOID:4362,0.00573362410068512,0,0
62060,BCAR4,DOID:4362,0.005508176516741514,0,1
30613,MCHR2-AS1,DOID:4362,0.005365756340324879,0,0
77536,LINC00032,DOID:4362,0.005303866695612669,0,0
66795,CASC15,DOID:4362,0.005283270496875048,0,1
35215,PANDAR,DOID:4362,0.005260278470814228,0,1
68232,FAM83H-AS1,DOID:4362,0.005163724534213543,0,1
93568,HAND2-AS1,DOID:4362,0.005113699939101934,0,1
24723,TARID,DOID:4362,0.0050594317726790905,0,0
75668,PTCSC3,DOID:4362,0.004979157354682684,0,1
36099,CDR1-AS,DOID:4362,0.004918454680591822,0,0
21354,HCG9,DOID:4362,0.004911880474537611,0,0
86912,LINC00299,DOID:4362,0.004785248544067144,0,0
76384,LINC00163,DOID:4362,0.004683780483901501,0,0
5601,MYCNOS,DOID:4362,0.004678019788116217,0,0
19390,LINC00271,DOID:4362,0.0046151066198945045,0,0
96167,C5orf66-AS1,DOID:4362,0.0045789554715156555,0,1
71769,MIAT,DOID:4362,0.004572370555251837,0,1
66598,LINC00663,DOID:4362,0.004559942986816168,0,0
