,lncRNA,disease,pred,label,evidence
28881,GAS5,DOID:4467,0.9987026453018188,0,0
92751,HOTAIR,DOID:4467,0.9976364374160767,0,0
43160,SPRY4-IT1,DOID:4467,0.9954214692115784,0,1
60115,UCA1,DOID:4467,0.9899671077728271,0,0
21730,TUG1,DOID:4467,0.9830430150032043,0,1
83764,MEG3,DOID:4467,0.9727973937988281,0,1
45876,H19,DOID:4467,0.9032711982727051,0,1
10936,PVT1,DOID:4467,0.9031621813774109,0,1
62234,IGF2-AS,DOID:4467,0.6927753686904907,0,0
7472,CDKN2B-AS1,DOID:4467,0.6382876038551331,0,0
65931,PCAT1,DOID:4467,0.2508895695209503,0,1
34929,BLACAT1,DOID:4467,0.2464849054813385,0,0
54570,WT1-AS,DOID:4467,0.20138560235500336,0,0
76441,XIST,DOID:4467,0.16344015300273895,0,0
36555,KCNQ1OT1,DOID:4467,0.14202219247817993,0,0
14823,MIR17HG,DOID:4467,0.10819272696971893,0,0
35028,LINCMD1,DOID:4467,0.06871896237134933,0,0
34718,DISC2,DOID:4467,0.03095494583249092,0,0
33423,PCA3,DOID:4467,0.020865995436906815,0,0
35439,NEAT1,DOID:4467,0.015866419300436974,0,1
85819,BANCR,DOID:4467,0.0141752315685153,0,1
79092,ESRG,DOID:4467,0.013944344595074654,0,0
10465,HCP5,DOID:4467,0.013300430960953236,0,1
44749,GACAT2,DOID:4467,0.012827141210436821,0,0
64204,HNF1A-AS1,DOID:4467,0.010945728048682213,0,0
61031,LINC01133,DOID:4467,0.010293769650161266,0,0
31039,KIRREL3-AS3,DOID:4467,0.008390048518776894,0,0
76710,GHET1,DOID:4467,0.007732255384325981,0,0
37540,PICSAR,DOID:4467,0.0063384948298335075,0,0
84780,LINC00312,DOID:4467,0.00578549038618803,0,0
96722,CYTOR,DOID:4467,0.005486486945301294,0,0
6287,CCDC26,DOID:4467,0.0054189059883356094,0,0
84105,TINCR,DOID:4467,0.005153174977749586,0,1
93291,NPTN-IT1,DOID:4467,0.0050273737870156765,0,0
33544,LINC00974,DOID:4467,0.004610215779393911,0,0
49421,DBH-AS1,DOID:4467,0.004462325479835272,0,0
61607,LINC00675,DOID:4467,0.00445978669449687,0,1
47437,HOTTIP,DOID:4467,0.00430619902908802,0,0
53494,MIR100HG,DOID:4467,0.004131860099732876,0,0
47825,CCAT2,DOID:4467,0.003919037524610758,0,1
92958,PANDAR,DOID:4467,0.0037766816094517708,0,1
16925,CBR3-AS1,DOID:4467,0.0037010761443525553,0,0
92544,PTCSC2,DOID:4467,0.0036978318821638823,0,0
64863,LINC00687,DOID:4467,0.0035968960728496313,0,0
55531,C5orf66-AS1,DOID:4467,0.0033073415979743004,0,0
54147,PTCSC3,DOID:4467,0.0032893740572035313,0,0
42512,PISRT1,DOID:4467,0.003255937248468399,0,0
5367,HCCAT5,DOID:4467,0.0029847752302885056,0,0
86976,LINC00663,DOID:4467,0.0028933491557836533,0,0
91361,LINC00602,DOID:4467,0.0027927588671445847,0,0
90219,AFAP1-AS1,DOID:4467,0.002783901756629348,0,1
20558,ERICH1-AS1,DOID:4467,0.00272209569811821,0,0
56325,ZEB1-AS1,DOID:4467,0.0026614859234541655,0,0
65084,CCAT1,DOID:4467,0.002170708728954196,0,0
48238,LINC01628,DOID:4467,0.00180778035428375,0,0
77277,HYMAI,DOID:4467,0.0017185212345793843,0,0
88472,HULC,DOID:4467,0.0016884979559108615,0,0
