,lncRNA,disease,pred,label,evidence
14263,GAS5,DOID:1781,0.9882893562316895,0,1
47485,HOTTIP,DOID:1781,0.9838416576385498,0,0
55025,LINC00261,DOID:1781,0.9835433959960938,0,0
81243,LINC00675,DOID:1781,0.9820113182067871,0,0
55039,LINC-ROR,DOID:1781,0.9787213802337646,0,1
95277,KCNQ1OT1,DOID:1781,0.9741284847259521,0,0
27929,AFAP1-AS1,DOID:1781,0.9571340680122375,0,1
24699,MIR17HG,DOID:1781,0.9312162399291992,0,0
76343,CDKN2B-AS1,DOID:1781,0.5284368991851807,0,1
82582,XIST,DOID:1781,0.383314847946167,0,1
22068,TUG1,DOID:1781,0.22395868599414825,0,1
75610,UCA1,DOID:1781,0.10115399956703186,0,1
19437,HCP5,DOID:1781,0.09249360859394073,0,0
55413,MIR100HG,DOID:1781,0.09210818260908127,0,0
26562,CCAT1,DOID:1781,0.0669226348400116,0,1
11898,MIR155HG,DOID:1781,0.0618695504963398,0,0
37956,DLEU2,DOID:1781,0.06085469201207161,0,0
56380,CCDC26,DOID:1781,0.0563688650727272,0,0
78793,WT1-AS,DOID:1781,0.047521643340587616,0,0
86765,ERICH1-AS1,DOID:1781,0.03863074257969856,0,0
88133,TP53COR1,DOID:1781,0.03432667627930641,0,0
19638,LINC01628,DOID:1781,0.026083597913384438,0,0
71376,SNHG4,DOID:1781,0.025703065097332,0,0
67290,SPRY4-IT1,DOID:1781,0.024227334186434746,0,1
49683,PSORS1C3,DOID:1781,0.024152765050530434,0,0
12917,TP73-AS1,DOID:1781,0.023760134354233742,0,0
98083,HOTAIRM1,DOID:1781,0.021927034482359886,0,0
97559,PISRT1,DOID:1781,0.018316280096769333,0,0
88679,TINCR,DOID:1781,0.01818140037357807,0,0
95213,DANCR,DOID:1781,0.017579805105924606,0,0
79440,BCYRN1,DOID:1781,0.017437834292650223,0,0
47884,SOX2-OT,DOID:1781,0.01682555302977562,0,0
57389,IGF2-AS,DOID:1781,0.015245556831359863,0,0
9596,PCA3,DOID:1781,0.014729519374668598,0,0
69452,HNF1A-AS1,DOID:1781,0.014446440152823925,0,0
66141,ESRG,DOID:1781,0.013856212608516216,0,0
38517,DISC2,DOID:1781,0.01339683122932911,0,0
80116,PCAT1,DOID:1781,0.012719664722681046,0,0
10052,MIR99AHG,DOID:1781,0.012661456130445004,0,0
65987,TUSC7,DOID:1781,0.012489916756749153,0,0
57635,PCGEM1,DOID:1781,0.012109549716114998,0,0
14669,CCAT2,DOID:1781,0.0118946498259902,0,0
4768,GACAT2,DOID:1781,0.011821110732853413,0,0
84885,NPTN-IT1,DOID:1781,0.010264508426189423,0,0
65088,SCHLAP1,DOID:1781,0.009719908237457275,0,0
77703,LSINCT5,DOID:1781,0.0094881821423769,0,0
98002,PRNCR1,DOID:1781,0.008854332379996777,0,0
10429,GHET1,DOID:1781,0.008773102425038815,0,0
21392,C1QTNF9B-AS1,DOID:1781,0.0073602767661213875,0,0
76155,NALT1,DOID:1781,0.006894598715007305,0,0
42484,HLA-F-AS1,DOID:1781,0.006306536495685577,0,0
56473,LINC00961,DOID:1781,0.006073744501918554,0,0
19432,LINC00583,DOID:1781,0.00607209512963891,0,0
24400,MIR124-2HG,DOID:1781,0.005964681040495634,0,0
75294,PRINS,DOID:1781,0.00582390371710062,0,0
73465,CASC2,DOID:1781,0.005798880476504564,0,1
71968,CTBP1-AS,DOID:1781,0.0057038431987166405,0,0
83770,ATXN8OS,DOID:1781,0.005685645155608654,0,0
63007,LINC01133,DOID:1781,0.005510470364242792,0,0
49367,DBH-AS1,DOID:1781,0.005219833459705114,0,0
53488,C5orf66-AS2,DOID:1781,0.005154481157660484,0,0
29411,LINC00974,DOID:1781,0.0050422316417098045,0,0
5200,LINC-PINT,DOID:1781,0.0047409250400960445,0,0
89660,CYTOR,DOID:1781,0.004698011092841625,0,0
75438,MIR194-2HG,DOID:1781,0.004638159181922674,0,0
83148,TRERNA1,DOID:1781,0.0046204254031181335,0,0
61791,LINC01426,DOID:1781,0.004600544925779104,0,0
90726,ZFAS1,DOID:1781,0.004580083768814802,0,1
80005,NPSR1-AS1,DOID:1781,0.004574910271912813,0,0
96313,CRNDE,DOID:1781,0.004382296930998564,0,0
34952,LINC00312,DOID:1781,0.004293928854167461,0,1
76154,LUCAT1,DOID:1781,0.004142445512115955,0,0
44960,CAHM,DOID:1781,0.004072620067745447,0,0
93548,RMST,DOID:1781,0.00402758177369833,0,0
13603,LINC00963,DOID:1781,0.003939657937735319,0,0
73974,MESTIT1,DOID:1781,0.003821067977696657,0,0
18899,HYMAI,DOID:1781,0.0037315022200345993,0,0
61534,BLACAT1,DOID:1781,0.0036940621212124825,0,0
9441,HCCAT5,DOID:1781,0.0035913733299821615,0,0
56424,KIRREL3-AS3,DOID:1781,0.003577852388843894,0,0
23032,LINC00687,DOID:1781,0.0033745397813618183,0,0
45429,ZEB1-AS1,DOID:1781,0.0032565705478191376,0,0
43952,SNHG1,DOID:1781,0.0031408302020281553,0,0
8911,CDKN2A-AS1,DOID:1781,0.0030871841590851545,0,0
86615,TDRG1,DOID:1781,0.0030707053374499083,0,0
92684,PCAT5,DOID:1781,0.002928542671725154,0,0
35543,HCG4,DOID:1781,0.00291325431317091,0,0
29536,LINC00474,DOID:1781,0.002908158814534545,0,0
15621,BCAR4,DOID:1781,0.002874101744964719,0,0
17656,CASC15,DOID:1781,0.0028585814870893955,0,0
53394,LINCMD1,DOID:1781,0.002843946684151888,0,0
36628,LINC00629,DOID:1781,0.0027967840433120728,0,0
20264,HAND2-AS1,DOID:1781,0.002771348925307393,0,0
84854,IFNG-AS1,DOID:1781,0.0027401975821703672,0,0
68823,EWSAT1,DOID:1781,0.0026757887098938227,0,0
22180,CBR3-AS1,DOID:1781,0.002655239310115576,0,0
67344,TTTY15,DOID:1781,0.0026343250647187233,0,0
72798,THRIL,DOID:1781,0.0026179300621151924,0,0
63173,HAR1A,DOID:1781,0.0025945836678147316,0,0
40253,PANDAR,DOID:1781,0.0025370242074131966,0,1
44265,MINCR,DOID:1781,0.00253131240606308,0,0
35229,MYCNOS,DOID:1781,0.002510683611035347,0,0
22451,EGOT,DOID:1781,0.002490323269739747,0,0
94475,LINC01080,DOID:1781,0.0024142449256032705,0,0
33479,IL12A-AS1,DOID:1781,0.002290130592882633,0,0
93481,SAMMSON,DOID:1781,0.002225525677204132,0,0
74214,PICSAR,DOID:1781,0.002126770792528987,0,0
16462,NRON,DOID:1781,0.0020772526040673256,0,0
45357,NCRUPAR,DOID:1781,0.0020635416731238365,0,0
61328,NBAT1,DOID:1781,0.002027430571615696,0,0
55329,LINC00473,DOID:1781,0.002020507352426648,0,0
54592,SNHG12,DOID:1781,0.0018983660265803337,0,0
50729,LINC00467,DOID:1781,0.001897933310829103,0,0
78703,HOXA11-AS,DOID:1781,0.0018402603454887867,0,0
61686,LINC00654,DOID:1781,0.0018194096628576517,0,0
23687,LINC00602,DOID:1781,0.0018115479033440351,0,0
79769,MIR503HG,DOID:1781,0.0017606733599677682,0,0
73033,LINC00032,DOID:1781,0.0016305821482092142,0,0
67517,TUSC8,DOID:1781,0.0016089052660390735,0,0
51022,MIAT,DOID:1781,0.0015627257525920868,0,0
39271,MIR7-3HG,DOID:1781,0.001545639242976904,0,0
31011,FAM83H-AS1,DOID:1781,0.0015011121286079288,0,0
70333,TARID,DOID:1781,0.0014715299475938082,0,0
69480,CASC16,DOID:1781,0.0014323851792141795,0,0
88356,CDR1-AS,DOID:1781,0.001430227537639439,0,0
40157,C5orf66-AS1,DOID:1781,0.0014051093021407723,0,0
52430,MCHR2-AS1,DOID:1781,0.0013202985282987356,0,0
20418,HCG9,DOID:1781,0.0012048071948811412,0,0
20062,LINC00163,DOID:1781,0.0011484501883387566,0,0
24193,LINC00271,DOID:1781,0.0011361668584868312,0,0
75433,LINC01556,DOID:1781,0.0011004306143149734,0,0
79914,MIR137HG,DOID:1781,0.0010863479692488909,0,0
23963,PWAR4,DOID:1781,0.0010795133421197534,0,0
80431,EPB41L4A-AS1,DOID:1781,0.001070538884960115,0,0
80670,LINC00299,DOID:1781,0.0010631365003064275,0,0
58941,SNHG11,DOID:1781,0.0010601221583783627,0,0
35667,LINC00472,DOID:1781,0.0010434311116114259,0,0
44266,MIF-AS1,DOID:1781,0.0010382466716691852,0,0
3019,LINC01024,DOID:1781,0.0009825151646509767,0,0
41969,GNAS-AS1,DOID:1781,0.0009309767046943307,0,0
89412,CECR7,DOID:1781,0.0009298224467784166,0,0
40187,TP53TG1,DOID:1781,0.0008947737514972687,0,0
53433,DSCR10,DOID:1781,0.0008552483632229269,0,0
96329,LINC00511,DOID:1781,0.0008497486123815179,0,1
83172,HCG27,DOID:1781,0.0008458214579150081,0,0
4733,DAOA-AS1,DOID:1781,0.0008385761175304651,0,0
63444,LINC00856,DOID:1781,0.0006238305359147489,0,0
59188,SERTAD4-AS1,DOID:1781,0.0006235567852854729,0,0
9144,LINC01387,DOID:1781,0.0006231994484551251,0,0
42985,NCAM1-AS1,DOID:1781,0.0006230458966456354,0,0
65411,LINC01588,DOID:1781,0.0006229110877029598,0,0
36857,LMCD1-AS1,DOID:1781,0.0006219459464773536,0,0
93306,DSCR9,DOID:1781,0.0006210248684510589,0,0
87289,LINC01531,DOID:1781,0.000620828999672085,0,0
77470,LINC00922,DOID:1781,0.0006207716069184244,0,0
90613,LINC00477,DOID:1781,0.000620348728261888,0,0
78283,IL10RB-AS1,DOID:1781,0.0006201080977916718,0,0
23192,LINC00942,DOID:1781,0.0006200626376084983,0,0
13234,HPN-AS1,DOID:1781,0.0006200114730745554,0,0
93900,PSMB8-AS1,DOID:1781,0.0006195433670654893,0,0
62666,JAZF1-AS1,DOID:1781,0.0006190800340846181,0,0
3648,ATE1-AS1,DOID:1781,0.000618391262833029,0,0
69524,GSTT1-AS1,DOID:1781,0.000574978010263294,0,0
61877,FENDRR,DOID:1781,0.0005627680802717805,0,0
15736,OIP5-AS1,DOID:1781,0.0005396922933869064,0,1
42835,LINC00319,DOID:1781,0.00052439741557464,0,0
91473,GABPB1-AS1,DOID:1781,0.0004731096269097179,0,0
80176,PARD6G-AS1,DOID:1781,0.0004414365685079247,0,0
97556,LINC00575,DOID:1781,0.0004414365685079247,0,0
92016,VLDLR-AS1,DOID:1781,0.0004414365685079247,0,0
93624,KCTD21-AS1,DOID:1781,0.0004414365685079247,0,0
